Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Capital Gains
2023-01-03 00:00:00-05:00,128.9242366,129.5377797,122.8778199,123.7684555,112117500,0,0,AAPL,
2023-01-04 00:00:00-05:00,125.569535,127.3211199,123.7783729,125.0450516,89113600,0,0,AAPL,
2023-01-05 00:00:00-05:00,125.8070218,126.4403611,123.46169,123.7189789,80962700,0,0,AAPL,
2023-01-06 00:00:00-05:00,124.6986774,128.9341287,123.5903299,128.2711029,87754700,0,0,AAPL,
2023-01-09 00:00:00-05:00,129.1122551,132.0216622,128.5382891,128.795578,70790800,0,0,AAPL,
2023-01-10 00:00:00-05:00,128.9044425,129.894036,126.786713,129.3695526,63896200,0,0,AAPL,
2023-01-11 00:00:00-05:00,129.8841354,132.1206111,129.1023632,132.1008301,69458900,0,0,AAPL,
2023-01-12 00:00:00-05:00,132.4867776,132.8628129,130.0721672,132.0216675,71379600,0,0,AAPL,
2023-01-13 00:00:00-05:00,130.6560341,133.5159588,130.2898893,133.3576202,57809700,0,0,AAPL,
2023-01-17 00:00:00-05:00,133.4268652,135.8612562,132.7341529,134.5253143,63646600,0,0,AAPL,
2023-01-18 00:00:00-05:00,135.3961942,137.16756,133.6248133,133.802948,69672800,0,0,AAPL,
2023-01-19 00:00:00-05:00,132.6846861,134.832102,132.3779146,133.8623047,58280400,0,0,AAPL,
2023-01-20 00:00:00-05:00,133.8722133,136.583705,132.8232466,136.435257,80223600,0,0,AAPL,
2023-01-23 00:00:00-05:00,136.6826654,141.8285643,136.4649536,139.6415558,81760300,0,0,AAPL,
2023-01-24 00:00:00-05:00,138.8498543,141.6702016,138.8399638,141.0467529,66435100,0,0,AAPL,
2023-01-25 00:00:00-05:00,139.4238212,140.9477884,137.365465,140.383728,65799300,0,0,AAPL,
2023-01-26 00:00:00-05:00,141.6800962,142.748859,140.4233083,142.4618835,54105100,0,0,AAPL,
2023-01-27 00:00:00-05:00,141.6702287,145.697867,141.5910594,144.4113922,70555800,0,0,AAPL,
2023-01-30 00:00:00-05:00,143.4514813,144.0353378,141.3634384,141.5118713,64015300,0,0,AAPL,
2023-01-31 00:00:00-05:00,141.2149869,142.8379196,140.7993594,142.7884369,65874500,0,0,AAPL,
2023-02-01 00:00:00-05:00,142.4717821,145.0843084,139.8493653,143.9165802,77663600,0,0,AAPL,
2023-02-02 00:00:00-05:00,147.3504857,149.606758,146.6280866,149.2505188,118339000,0,0,AAPL,
2023-02-03 00:00:00-05:00,146.4895108,155.7422152,146.2915952,152.8921814,154357300,0,0,AAPL,
2023-02-06 00:00:00-05:00,150.9823016,151.506785,149.2109206,150.1510315,69858300,0,0,AAPL,
2023-02-07 00:00:00-05:00,149.0723695,153.6146002,149.0723695,153.0406342,83322600,0,0,AAPL,
2023-02-08 00:00:00-05:00,152.2786448,152.9713572,149.5968399,150.339035,64120100,0,0,AAPL,
2023-02-09 00:00:00-05:00,152.1796467,152.723926,148.8546128,149.2999268,56007100,0,0,AAPL,
2023-02-10 00:00:00-05:00,148.1304871,149.9937533,147.8926166,149.666687,57450700,0.23,0,AAPL,
2023-02-13 00:00:00-05:00,149.607233,152.8877867,149.577501,152.4814453,62199000,0,0,AAPL,
2023-02-14 00:00:00-05:00,150.7668093,152.4021408,149.5180231,151.837204,61707600,0,0,AAPL,
2023-02-15 00:00:00-05:00,151.7479893,154.1167281,151.5200395,153.9482422,65573800,0,0,AAPL,
2023-02-16 00:00:00-05:00,152.1444489,154.9393709,151.9858837,152.3426819,68167900,0,0,AAPL,
2023-02-17 00:00:00-05:00,150.9947601,151.6389719,149.5081035,151.1929779,59144100,0,0,AAPL,
2023-02-21 00:00:00-05:00,148.8638805,149.9541014,147.0898102,147.1591797,58867200,0,0,AAPL,
2023-02-22 00:00:00-05:00,147.5457203,148.6161149,145.8509401,147.5853729,51011300,0,0,AAPL,
2023-02-23 00:00:00-05:00,148.754879,149.0026551,145.9302401,148.0710144,48394200,0,0,AAPL,
2023-02-24 00:00:00-05:00,145.8013888,145.8806789,144.4237541,145.404953,55469600,0,0,AAPL,
2023-02-27 00:00:00-05:00,146.3960483,147.8430523,146.1383514,146.6041718,44998500,0,0,AAPL,
2023-02-28 00:00:00-05:00,145.7418957,147.7538363,145.5238515,146.0986938,50547000,0,0,AAPL,
2023-03-01 00:00:00-05:00,145.5238781,145.9203139,143.7200606,144.017395,55479000,0,0,AAPL,
2023-03-02 00:00:00-05:00,143.0956719,145.4049472,142.6199308,144.6120605,52238100,0,0,AAPL,
2023-03-03 00:00:00-05:00,146.7230854,149.7657831,146.0194097,149.6864929,70732300,0,0,AAPL,
2023-03-06 00:00:00-05:00,152.421941,154.9096227,152.0948898,152.4615936,87558000,0,0,AAPL,
2023-03-07 00:00:00-05:00,152.3327445,152.6598108,149.785614,150.2514343,56182000,0,0,AAPL,
2023-03-08 00:00:00-05:00,151.450668,152.1048006,150.4793899,151.5101318,47204800,0,0,AAPL,
2023-03-09 00:00:00-05:00,152.1940089,153.1652871,148.893629,149.2504272,53833600,0,0,AAPL,
2023-03-10 00:00:00-05:00,148.8738114,149.5973135,146.2969337,147.1790161,68572400,0,0,AAPL,
2023-03-13 00:00:00-04:00,146.4951586,151.7777475,146.3861365,149.1315002,84457100,0,0,AAPL,
2023-03-14 00:00:00-04:00,149.934291,152.0354277,148.7647949,151.2326355,73695900,0,0,AAPL,
2023-03-15 00:00:00-04:00,149.845068,151.8867405,148.5863612,151.6290588,77167900,0,0,AAPL,
2023-03-16 00:00:00-04:00,150.8064455,155.0681973,150.291067,154.463623,76161100,0,0,AAPL,
2023-03-17 00:00:00-04:00,154.6915645,155.345697,152.9075737,153.62117,98944600,0,0,AAPL,
2023-03-20 00:00:00-04:00,153.6905571,156.416094,152.7787278,155.9998169,73641400,0,0,AAPL,
2023-03-21 00:00:00-04:00,155.9205572,157.9820411,155.1474818,157.8631134,73938300,0,0,AAPL,
2023-03-22 00:00:00-04:00,157.8829502,160.6976834,156.4061991,156.4260254,75701800,0,0,AAPL,
2023-03-23 00:00:00-04:00,157.417134,160.1129395,156.2773547,157.5162354,67622100,0,0,AAPL,
2023-03-24 00:00:00-04:00,157.4468437,158.9136739,156.4458337,158.8244781,59196500,0,0,AAPL,
2023-03-27 00:00:00-04:00,158.5172463,159.3398648,156.4656528,156.8720093,52390300,0,0,AAPL,
2023-03-28 00:00:00-04:00,156.564765,157.0801436,154.5924618,156.2476044,45992200,0,0,AAPL,
2023-03-29 00:00:00-04:00,157.9523189,159.6173823,157.9325077,159.3398743,51305700,0,0,AAPL,
2023-03-30 00:00:00-04:00,160.0931072,161.0247478,159.8354254,160.9157257,49501700,0,0,AAPL,
2023-03-31 00:00:00-04:00,160.9950272,163.5322525,160.469743,163.433136,68749800,0,0,AAPL,
2023-04-03 00:00:00-04:00,162.8087259,164.8107459,162.7591677,164.6918182,56976200,0,0,AAPL,
2023-04-04 00:00:00-04:00,165.118004,165.3558594,163.6412529,164.1566315,46278300,0,0,AAPL,
2023-04-05 00:00:00-04:00,163.2745617,163.5818017,160.3607121,162.3032684,51511700,0,0,AAPL,
2023-04-06 00:00:00-04:00,160.9850929,163.4926011,160.5589252,163.1952667,45390100,0,0,AAPL,
2023-04-10 00:00:00-04:00,159.9840792,160.5886536,158.6560029,160.5886536,47716900,0,0,AAPL,
2023-04-11 00:00:00-04:00,160.9058133,160.9157189,159.0821696,159.3695984,47644200,0,0,AAPL,
